file_name,PA_length,PA_diameter,Node_nb,SA_nb,SA_average,SA_int,TA_nb,TA_average,TA_int,QA_nb,Sp_nb,SA,SA_length,node,TA_nb,Sp_nb,SA_int,TA,TA_length,QA_nb,Sp_nb,TA_int,QA,QA_length,Sp_nb,QA_int
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA6,23.49,5,9,18,3.21,SA6_TA3,2.21,0,4,1.24,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA6,23.49,5,9,18,3.21,SA6_TA4,2.74,0,3,1.97,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA6,23.49,5,9,18,3.21,SA6_TA5,2.35,0,3,3.09,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA6,23.49,5,9,18,3.21,SA6_TA6,2.26,0,3,4.44,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA6,23.49,5,9,18,3.21,SA6_TA7,1.97,0,3,4.86,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA6,23.49,5,9,18,3.21,SA6_TA8,13.18,0,0,6.84,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA6,23.49,5,9,18,3.21,SA6_TA9,1.97,0,2,6.17,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA7,12.6,6,5,17,0.27,SA7_TA1,2.61,0,5,0.22,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA7,12.6,6,5,17,0.27,SA7_TA2,3.14,0,17,0.24,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA7,12.6,6,5,17,0.27,SA7_TA3,2.07,0,3,2.56,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA7,12.6,6,5,17,0.27,SA7_TA4,1.73,0,3,4.79,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA7,12.6,6,5,17,0.27,SA7_TA5,0.77,0,1,7.71,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA8,12.88,7,3,17,2.29,SA8_TA1,2.41,0,3,0.98,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA8,12.88,7,3,17,2.29,SA8_TA2,2.26,0,3,2.87,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA8,12.88,7,3,17,2.29,SA8_TA3,2.25,0,3,5.1,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA9,10.78,8,2,13,1.99,SA9_TA1,2.28,0,3,1.15,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA9,10.78,8,2,13,1.99,SA9_TA2,2.21,0,3,2.7,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA10,10.12,9,2,15,0.32,SA10_TA1,1.79,0,6,0.52,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA10,10.12,9,2,15,0.32,SA10_TA2,2.05,0,4,1.92,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA11,8.38,10,2,11,2.73,SA11_TA1,1.92,0,3,0.97,NV,NV,NV,NV
10_2_1_1_3_DSC01295,13.91,0.86,10,11.0,11.96,1.39,41.0,2.28,0.18,0.0,192,SA11,8.38,10,2,11,2.73,SA11_TA2,2.22,0,3,2.47,NV,NV,NV,NV

