ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
44,1597,1114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1541,1304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1182,341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1636,1066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,274,536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1601,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,781,1156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1812,427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1806,371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1848,222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,389,429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,817,1106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1136,1153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1225,603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,727,294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1845,326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1407,571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1489,124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1031,106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1223,540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,307,413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1184,1020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1445,360,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1411,502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1599,882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,491,922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1630,993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,348,403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,586,833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
