ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
72,1966,160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1213,572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1339,1605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1831,1881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2385,1445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1895,1204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2112,1333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1968,1666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1395,1291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1005,1413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,307,1003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1300,646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1785,1161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2427,1374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1966,1122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1938,1312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1205,1522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1420,396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1669,1267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1160,1589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1009,432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1578,1330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1086,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1104,1233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,616,511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2293,1692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,328,603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1887,1410,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,874,322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,939,389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2137,483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2192,701,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
